QNAME	flags	qualifiedLen_Java	qualifiedLen_Rust	threshold_Java	threshold_Rust	max_ll_J_float	max_ll_J_double	max_ll_R_f64	winner_Java	winner_Rust	decision_Java	decision_Rust	extra_retain
HISEQ1:9:H8962ADXX:2:2111:4053:81460	83	73	73	-8.0	-8.0	-2.5896644592285156e0	-2.5896626428026366e0	-2.5896626507366705e0	c271d95dba362ffb	c271d95dba362ffb	KEEP	KEEP	false
HISEQ1:9:H8962ADXX:2:2114:20849:11295	83	137	137	-8.0	-8.0	-1.3613021850585938e1	-1.3613022394547443e1	-1.3613022410474059e1	70c5fefeb88e0b16	70c5fefeb88e0b16	DROP	DROP	false
HISEQ1:9:H8962ADXX:2:2201:14338:36616	83	45	45	-4.0	-4.0	-2.5919418334960938e0	-2.5919413200057306e0	-2.5919413259272801e0	c271d95dba362ffb	c271d95dba362ffb	KEEP	KEEP	false
HISEQ1:9:H8962ADXX:2:2203:21269:83100	99	148	148	-8.0	-8.0	-3.0397796630859375e0	-3.0397791369905462e0	-3.0397791564860768e0	c271d95dba362ffb	65ecab37015c4ded	KEEP	KEEP	false
HISEQ1:9:H8962ADXX:2:2203:21269:83100	147	148	148	-8.0	-8.0	-3.0344123840332031e0	-3.0344145995678673e0	-3.0344146169943542e0	c271d95dba362ffb	c271d95dba362ffb	KEEP	KEEP	false
HISEQ1:9:H8962ADXX:2:2212:1195:72188	147	100	100	-8.0	-8.0	-2.6587715148925781e0	-2.6587713042931114e0	-2.6587713175718477e0	24c70f85fc3bc595	24c70f85fc3bc595	KEEP	KEEP	false
HWI-D00360:5:H814YADXX:1:1107:10132:8763	147	43	43	-4.0	-4.0	-2.7118682861328125e0	-2.7118676007981435e0	-2.7118676067175329e0	a849791c2b4203ee	a849791c2b4203ee	KEEP	KEEP	false
HWI-D00360:5:H814YADXX:1:1107:5408:90614	83	55	55	-8.0	-8.0	-2.5990982055664062e0	-2.5990993618774496e0	-2.5990993693716860e0	009b3e4fc3c00bfa	5c15d6193ce64f9f	KEEP	KEEP	false
HWI-D00360:5:H814YADXX:1:1202:11051:34179	147	86	86	-8.0	-8.0	-2.5978393554687500e0	-2.5978376841386535e0	-2.5978376934221501e0	e21e56f2bb86a60b	e21e56f2bb86a60b	KEEP	KEEP	false
HWI-D00360:5:H814YADXX:1:1208:17759:33171	83	74	74	-8.0	-8.0	-2.7158584594726562e0	-2.7158594170913375e0	-2.7158594252273929e0	c271d95dba362ffb	c271d95dba362ffb	KEEP	KEEP	false
HWI-D00360:5:H814YADXX:1:1212:12402:73354	163	128	128	-8.0	-8.0	-1.7291166305541992e1	-1.7291166957871610e1	-1.7291166974389000e1	24c70f85fc3bc595	24c70f85fc3bc595	DROP	DROP	false
HWI-D00360:5:H814YADXX:1:1214:10460:36288	147	148	148	-8.0	-8.0	-2.6469039916992188e0	-2.6469054642464585e0	-2.6469054834396957e0	65ecab37015c4ded	65ecab37015c4ded	KEEP	KEEP	false
HWI-D00360:5:H814YADXX:1:2106:9068:58347	99	31	31	-4.0	-4.0	-2.6963043212890625e0	-2.6963045361441687e0	-2.6963045399111820e0	a849791c2b4203ee	a849791c2b4203ee	KEEP	KEEP	false
HWI-D00360:5:H814YADXX:1:2106:9068:58347	147	58	58	-8.0	-8.0	-2.7182502746582031e0	-2.7182492476853781e0	-2.7182492555731983e0	5c15d6193ce64f9f	c59cd4408a696108	KEEP	KEEP	false
HWI-D00360:5:H814YADXX:1:2107:18856:69250	163	148	148	-8.0	-8.0	-9.7059631347656250e0	-9.7059631006850395e0	-9.7059631200206127e0	ecd9cfeb09b64cc9	ecd9cfeb09b64cc9	DROP	DROP	false
HWI-D00360:5:H814YADXX:1:2108:13190:7119	99	148	148	-8.0	-8.0	-2.6554336547851562e0	-2.6554340687906688e0	-2.6554340892191703e0	c271d95dba362ffb	c271d95dba362ffb	KEEP	KEEP	false
HWI-D00360:5:H814YADXX:1:2108:18519:51822	99	148	148	-8.0	-8.0	-2.6456489562988281e0	-2.6456494577901708e0	-2.6456494785728069e0	c271d95dba362ffb	c271d95dba362ffb	KEEP	KEEP	false
HWI-D00360:5:H814YADXX:1:2111:2929:6473	147	144	144	-8.0	-8.0	-2.1655599594116211e1	-2.1655598962711622e1	-2.1655598980905438e1	009b3e4fc3c00bfa	009b3e4fc3c00bfa	DROP	DROP	false
HWI-D00360:5:H814YADXX:1:2112:1840:52441	83	122	122	-8.0	-8.0	-6.0197505950927734e0	-6.0197508937445718e0	-6.0197509105746008e0	c59cd4408a696108	c59cd4408a696108	KEEP	KEEP	false
HWI-D00360:5:H814YADXX:1:2210:1519:23479	147	18	18	-4.0	-4.0	-2.5694122314453125e0	-2.5694130251587239e0	-2.5694130274615077e0	a849791c2b4203ee	c59cd4408a696108	KEEP	KEEP	false
HWI-D00360:5:H814YADXX:1:2211:7940:52994	83	41	41	-4.0	-4.0	-2.5872001647949219e0	-2.5872009628695878e0	-2.5872009683826604e0	c271d95dba362ffb	c271d95dba362ffb	KEEP	KEEP	false
HWI-D00360:5:H814YADXX:1:2215:1427:64469	83	98	98	-8.0	-8.0	-2.6352272033691406e0	-2.6352260104198990e0	-2.6352260240465171e0	c59cd4408a696108	c59cd4408a696108	KEEP	KEEP	false
HWI-D00360:5:H814YADXX:1:2215:1952:63955	99	148	148	-8.0	-8.0	-1.6128995895385742e1	-1.6128995291837498e1	-1.6128995310527671e1	70c5fefeb88e0b16	70c5fefeb88e0b16	DROP	DROP	false
HWI-D00360:5:H814YADXX:1:2216:10487:39079	147	45	45	-4.0	-4.0	-2.5910453796386719e0	-2.5910443653214656e0	-2.5910443713430595e0	a849791c2b4203ee	a849791c2b4203ee	KEEP	KEEP	false
HWI-D00360:5:H814YADXX:2:1102:8133:87063	99	40	40	-4.0	-4.0	-2.5727386474609375e0	-2.5727369972994438e0	-2.5727370022211176e0	a849791c2b4203ee	a849791c2b4203ee	KEEP	KEEP	false
HWI-D00360:5:H814YADXX:2:1102:8133:87063	147	148	148	-8.0	-8.0	-2.6437377929687500e0	-2.6437394750206522e0	-2.6437394925383160e0	c271d95dba362ffb	c271d95dba362ffb	KEEP	KEEP	false
HWI-D00360:5:H814YADXX:2:1108:10112:66562	147	112	112	-8.0	-8.0	-9.3888702392578125e0	-9.3888696164988801e0	-9.3888696312640150e0	c271d95dba362ffb	c271d95dba362ffb	DROP	DROP	false
HWI-D00360:5:H814YADXX:2:1109:4475:85583	147	52	52	-8.0	-8.0	-2.5752868652343750e0	-2.5752863328636977e0	-2.5752863383484055e0	91f3de0e1511601f	91f3de0e1511601f	KEEP	KEEP	false
HWI-D00360:5:H814YADXX:2:1110:14764:95543	83	139	139	-8.0	-8.0	-1.2768777847290039e1	-1.2768777049676714e1	-1.2768777067965800e1	c59cd4408a696108	c59cd4408a696108	DROP	DROP	false
HWI-D00360:5:H814YADXX:2:1113:5150:90271	83	37	37	-4.0	-4.0	-2.5841178894042969e0	-2.5841164613892147e0	-2.5841164664823850e0	a849791c2b4203ee	a849791c2b4203ee	KEEP	KEEP	false
HWI-D00360:5:H814YADXX:2:1202:19283:18749	99	88	88	-8.0	-8.0	-2.5985679626464844e0	-2.5985659947031650e0	-2.5985660062501097e0	009b3e4fc3c00bfa	009b3e4fc3c00bfa	KEEP	KEEP	false
HWI-D00360:5:H814YADXX:2:1205:3134:10685	147	17	17	-4.0	-4.0	-2.5682144165039062e0	-2.5682137581264897e0	-2.5682137601853583e0	c271d95dba362ffb	c59cd4408a696108	KEEP	KEEP	false
HWI-D00360:5:H814YADXX:2:1211:2735:67553	163	83	83	-8.0	-8.0	-3.0021629333496094e0	-3.0021627093311736e0	-3.0021627200737271e0	009b3e4fc3c00bfa	009b3e4fc3c00bfa	KEEP	KEEP	false
HWI-D00360:5:H814YADXX:2:1215:5473:9691	83	132	132	-8.0	-8.0	-9.3669052124023438e0	-9.3669057998469611e0	-9.3669058154650315e0	150250adf6ff10df	150250adf6ff10df	DROP	DROP	false
HWI-D00360:5:H814YADXX:2:2103:11091:87063	99	145	145	-8.0	-8.0	-2.6783676147460938e0	-2.6783689454595674e0	-2.6783689639657950e0	24c70f85fc3bc595	24c70f85fc3bc595	KEEP	KEEP	false
HWI-D00360:5:H814YADXX:2:2103:4936:45407	83	98	98	-8.0	-8.0	-6.0821762084960938e0	-6.0821765660933806e0	-6.0821765767182683e0	89c6d3791de60a14	89c6d3791de60a14	KEEP	KEEP	false
HWI-D00360:5:H814YADXX:2:2107:1177:54891	83	89	89	-8.0	-8.0	-2.7332954406738281e0	-2.7332963592705823e0	-2.7332963689652274e0	5c14fc1598ce818a	5c14fc1598ce818a	KEEP	KEEP	false
HWI-D00360:5:H814YADXX:2:2107:14652:60528	83	70	70	-8.0	-8.0	-2.6086921691894531e0	-2.6086935425819888e0	-2.6086935519616077e0	009b3e4fc3c00bfa	009b3e4fc3c00bfa	KEEP	KEEP	false
HWI-D00360:5:H814YADXX:2:2107:21017:54177	147	124	124	-8.0	-8.0	-6.1296901702880859e0	-6.1296892141533021e0	-6.1296892283559714e0	ed8a8a8547a91805	ed8a8a8547a91805	KEEP	KEEP	false
HWI-D00360:5:H814YADXX:2:2115:12245:9577	147	148	148	-8.0	-8.0	-1.2878297805786133e1	-1.2878297864850822e1	-1.2878297883570553e1	ecd9cfeb09b64cc9	ecd9cfeb09b64cc9	DROP	DROP	false
HWI-D00360:5:H814YADXX:2:2204:18570:22480	147	148	148	-8.0	-8.0	-2.9806125640869141e1	-2.9806124914446116e1	-2.9806124933367926e1	1906c7405fb62081	1906c7405fb62081	DROP	DROP	false
HWI-D00360:5:H814YADXX:2:2207:19511:63503	83	148	148	-8.0	-8.0	-2.6425132751464844e0	-2.6425135662100274e0	-2.6425135858630142e0	24c70f85fc3bc595	24c70f85fc3bc595	KEEP	KEEP	false
HWI-D00360:5:H814YADXX:2:2209:16484:91770	147	52	52	-8.0	-8.0	-2.5762405395507812e0	-2.5762394974039466e0	-2.5762395028836522e0	c271d95dba362ffb	89c6d3791de60a14	KEEP	KEEP	false
HWI-D00360:5:H814YADXX:2:2211:1401:25869	99	98	98	-8.0	-8.0	-2.6534881591796875e0	-2.6534870730419584e0	-2.6534870843108820e0	5c14fc1598ce818a	5c14fc1598ce818a	KEEP	KEEP	false
HWI-D00360:5:H814YADXX:2:2212:11189:79751	163	148	148	-8.0	-8.0	-2.7750129699707031e0	-2.7750142213063214e0	-2.7750142401927747e0	c271d95dba362ffb	24c70f85fc3bc595	KEEP	KEEP	false
HWI-D00360:5:H814YADXX:2:2215:4392:84484	147	124	124	-8.0	-8.0	-2.9092254638671875e0	-2.9092240409843839e0	-2.9092240553464421e0	c271d95dba362ffb	1dd66445a07ff86c	KEEP	KEEP	false
HWI-D00360:6:H81VLADXX:1:1102:1483:21701	163	84	84	-8.0	-8.0	-2.6139831542968750e0	-2.6139841483017676e0	-2.6139841579417293e0	c271d95dba362ffb	c271d95dba362ffb	KEEP	KEEP	false
HWI-D00360:6:H81VLADXX:1:1102:16926:25984	147	63	63	-8.0	-8.0	-2.6045455932617188e0	-2.6045457497131679e0	-2.6045457581178084e0	009b3e4fc3c00bfa	009b3e4fc3c00bfa	KEEP	KEEP	false
HWI-D00360:6:H81VLADXX:1:1103:1948:22968	147	19	19	-4.0	-4.0	-2.6969680786132812e0	-2.6969661526718482e0	-2.6969661546417001e0	c271d95dba362ffb	c271d95dba362ffb	KEEP	KEEP	false
HWI-D00360:6:H81VLADXX:1:1104:11023:44992	147	77	77	-8.0	-8.0	-2.6122436523437500e0	-2.6122434248079571e0	-2.6122434349843502e0	009b3e4fc3c00bfa	009b3e4fc3c00bfa	KEEP	KEEP	false
HWI-D00360:6:H81VLADXX:1:1106:2309:59640	163	148	148	-8.0	-8.0	-9.6861610412597656e0	-9.6861605631053180e0	-9.6861605816007454e0	ecd9cfeb09b64cc9	ecd9cfeb09b64cc9	DROP	DROP	false
HWI-D00360:6:H81VLADXX:1:1114:7759:88003	147	148	148	-8.0	-8.0	-2.6425781250000000e0	-2.6425778639274995e0	-2.6425778836262452e0	c271d95dba362ffb	c271d95dba362ffb	KEEP	KEEP	false
HWI-D00360:6:H81VLADXX:1:1210:4156:72506	83	90	90	-8.0	-8.0	-9.3568649291992188e0	-9.3568647393327637e0	-9.3568647491979391e0	5c14fc1598ce818a	5c14fc1598ce818a	DROP	DROP	false
HWI-D00360:6:H81VLADXX:1:1216:15328:67949	147	53	53	-8.0	-8.0	-2.5961647033691406e0	-2.5961623892472971e0	-2.5961623963240186e0	a849791c2b4203ee	a849791c2b4203ee	KEEP	KEEP	false
HWI-D00360:6:H81VLADXX:1:2101:16091:54483	163	60	60	-8.0	-8.0	-2.5814285278320312e0	-2.5814284495276070e0	-2.5814284568893981e0	009b3e4fc3c00bfa	009b3e4fc3c00bfa	KEEP	KEEP	false
HWI-D00360:6:H81VLADXX:1:2105:13991:32173	83	79	79	-8.0	-8.0	-2.7449684143066406e0	-2.7449676077378058e0	-2.7449676184766076e0	5c15d6193ce64f9f	5c15d6193ce64f9f	KEEP	KEEP	false
HWI-D00360:6:H81VLADXX:1:2111:8327:53968	83	77	77	-8.0	-8.0	-9.1639938354492188e0	-9.1639929517232872e0	-9.1639929618941096e0	1906c7405fb62081	1906c7405fb62081	DROP	DROP	false
HWI-D00360:6:H81VLADXX:1:2114:6336:70074	147	121	121	-8.0	-8.0	-1.2418951034545898e1	-1.2418951668931356e1	-1.2418951684824606e1	c271d95dba362ffb	c271d95dba362ffb	DROP	DROP	false
HWI-D00360:6:H81VLADXX:1:2203:12713:95012	83	31	31	-4.0	-4.0	-2.5790939331054688e0	-2.5790946986188601e0	-2.5790947028581286e0	c271d95dba362ffb	c271d95dba362ffb	KEEP	KEEP	false
HWI-D00360:6:H81VLADXX:1:2203:1932:59119	83	129	129	-8.0	-8.0	-2.6311874389648438e0	-2.6311886462496545e0	-2.6311886616638276e0	c271d95dba362ffb	1dd66445a07ff86c	KEEP	KEEP	false
HWI-D00360:6:H81VLADXX:1:2205:10672:77847	163	148	148	-8.0	-8.0	-2.0974433898925781e1	-2.0974434313118479e1	-2.0974434331518921e1	24c70f85fc3bc595	24c70f85fc3bc595	DROP	DROP	false
HWI-D00360:6:H81VLADXX:1:2212:1317:49311	163	27	27	-4.0	-4.0	-2.5751647949218750e0	-2.5751653294274206e0	-2.5751653327536701e0	c271d95dba362ffb	c271d95dba362ffb	KEEP	KEEP	false
HWI-D00360:6:H81VLADXX:1:2215:18403:32553	83	148	148	-8.0	-8.0	-8.7288722991943359e0	-8.7288726844178655e0	-8.7288727024448463e0	ecd9cfeb09b64cc9	ecd9cfeb09b64cc9	DROP	DROP	false
HWI-D00360:6:H81VLADXX:1:2215:4104:2300	147	111	111	-8.0	-8.0	-9.4666309356689453e0	-9.4666305245910962e0	-9.4666305369466954e0	2e61b003aa3de104	2e61b003aa3de104	DROP	DROP	false
HWI-D00360:6:H81VLADXX:2:1103:9648:12748	99	31	31	-4.0	-4.0	-2.5695724487304688e0	-2.5695717303318020e0	-2.5695717340813644e0	a849791c2b4203ee	a849791c2b4203ee	KEEP	KEEP	false
HWI-D00360:6:H81VLADXX:2:1104:15554:2818	83	39	39	-4.0	-4.0	-2.5716438293457031e0	-2.5716449634263654e0	-2.5716449675837225e0	c271d95dba362ffb	c271d95dba362ffb	KEEP	KEEP	false
HWI-D00360:6:H81VLADXX:2:1104:15554:2818	163	106	106	-8.0	-8.0	-2.6123123168945312e0	-2.6123104629116369e0	-2.6123104763963738e0	24c70f85fc3bc595	24c70f85fc3bc595	KEEP	KEEP	false
HWI-D00360:6:H81VLADXX:2:1116:2361:8950	163	94	94	-8.0	-8.0	-2.6174774169921875e0	-2.6174765330616765e0	-2.6174765437252745e0	5c14fc1598ce818a	5c14fc1598ce818a	KEEP	KEEP	false
HWI-D00360:6:H81VLADXX:2:1202:18367:85709	163	48	48	-4.0	-4.0	-2.5908203125000000e0	-2.5908191429067529e0	-2.5908191486309988e0	c271d95dba362ffb	89c6d3791de60a14	KEEP	KEEP	false
HWI-D00360:6:H81VLADXX:2:1202:8479:47693	163	128	128	-8.0	-8.0	-2.6484756469726562e0	-2.6484758448944490e0	-2.6484758613187864e0	24c70f85fc3bc595	24c70f85fc3bc595	KEEP	KEEP	false
HWI-D00360:6:H81VLADXX:2:1215:11178:56038	83	84	84	-8.0	-8.0	-5.8989410400390625e0	-5.8989408401145624e0	-5.8989408519577182e0	c59cd4408a696108	c59cd4408a696108	KEEP	KEEP	false
HWI-D00360:6:H81VLADXX:2:2103:8562:24900	99	57	57	-8.0	-8.0	-5.8851375579833984e0	-5.8851368416279115e0	-5.8851368485078979e0	c271d95dba362ffb	c271d95dba362ffb	KEEP	KEEP	false
HWI-D00360:6:H81VLADXX:2:2111:17451:73433	83	27	27	-4.0	-4.0	-2.5766296386718750e0	-2.5766307008296963e0	-2.5766307045988697e0	a849791c2b4203ee	a849791c2b4203ee	KEEP	KEEP	false
HWI-D00360:6:H81VLADXX:2:2115:16939:20047	83	15	15	-4.0	-4.0	-2.5668792724609375e0	-2.5668800708390336e0	-2.5668800729279155e0	c271d95dba362ffb	c59cd4408a696108	KEEP	KEEP	false
HWI-D00360:6:H81VLADXX:2:2205:5601:38112	147	23	23	-4.0	-4.0	-2.8248291015625000e0	-2.8248281613929294e0	-2.8248281638397543e0	c271d95dba362ffb	c271d95dba362ffb	KEEP	KEEP	false
HWI-D00360:6:H81VLADXX:2:2213:6900:35692	147	29	29	-4.0	-4.0	-2.5800819396972656e0	-2.5800810234655955e0	-2.5800810274839137e0	c271d95dba362ffb	c271d95dba362ffb	KEEP	KEEP	false
HWI-D00360:7:H88WKADXX:1:1102:19955:31801	147	125	125	-8.0	-8.0	-1.6155214309692383e1	-1.6155213440827481e1	-1.6155213456093634e1	c271d95dba362ffb	c271d95dba362ffb	DROP	DROP	false
HWI-D00360:7:H88WKADXX:1:1112:12463:50733	147	16	16	-4.0	-4.0	-2.5708160400390625e0	-2.5708145315757633e0	-2.5708145330193020e0	c271d95dba362ffb	ecd9cfeb09b64cc9	KEEP	KEEP	false
HWI-D00360:7:H88WKADXX:1:1116:9273:30844	83	50	50	-4.0	-4.0	-2.5852279663085938e0	-2.5852259968655744e0	-2.5852260020996596e0	c271d95dba362ffb	89c6d3791de60a14	KEEP	KEEP	false
HWI-D00360:7:H88WKADXX:1:1202:17988:48058	147	111	111	-8.0	-8.0	-1.8554800033569336e1	-1.8554799593533403e1	-1.8554799607418261e1	1906c7405fb62081	1906c7405fb62081	DROP	DROP	false
HWI-D00360:7:H88WKADXX:1:1209:8005:92936	83	106	106	-8.0	-8.0	-5.9375514984130859e0	-5.9375511167609716e0	-5.9375511313772904e0	009b3e4fc3c00bfa	009b3e4fc3c00bfa	KEEP	KEEP	false
HWI-D00360:7:H88WKADXX:1:2103:4658:28658	147	136	136	-8.0	-8.0	-2.6366500854492188e0	-2.6366517112034558e0	-2.6366517274886405e0	24c70f85fc3bc595	24c70f85fc3bc595	KEEP	KEEP	false
HWI-D00360:7:H88WKADXX:1:2103:7800:34534	83	69	69	-8.0	-8.0	-2.6092224121093750e0	-2.6092227546139952e0	-2.6092227634584901e0	5c15d6193ce64f9f	5c15d6193ce64f9f	KEEP	KEEP	false
HWI-D00360:7:H88WKADXX:1:2111:15879:99391	147	140	140	-8.0	-8.0	-1.3467277526855469e1	-1.3467278316569548e1	-1.3467278331891123e1	70c5fefeb88e0b16	70c5fefeb88e0b16	DROP	DROP	false
HWI-D00360:7:H88WKADXX:1:2111:17823:76301	147	122	122	-8.0	-8.0	-2.6385879516601562e0	-2.6385872616715460e0	-2.6385872778642465e0	24c70f85fc3bc595	24c70f85fc3bc595	KEEP	KEEP	false
HWI-D00360:7:H88WKADXX:1:2111:4466:65743	147	38	38	-4.0	-4.0	-2.5734291076660156e0	-2.5734296404071415e0	-2.5734296442842606e0	c271d95dba362ffb	e21e56f2bb86a60b	KEEP	KEEP	false
HWI-D00360:7:H88WKADXX:1:2111:7437:40887	83	94	94	-8.0	-8.0	-2.7546157836914062e0	-2.7546170873181950e0	-2.7546170995485113e0	c59cd4408a696108	c59cd4408a696108	KEEP	KEEP	false
HWI-D00360:7:H88WKADXX:1:2203:20480:101193	163	12	12	-4.0	-4.0	-6.0428237915039062e0	-6.0428240462063627e0	-6.0428240474819859e0	c59cd4408a696108	c59cd4408a696108	DROP	DROP	false
HWI-D00360:7:H88WKADXX:1:2211:9082:22140	83	107	107	-8.0	-8.0	-2.7821273803710938e0	-2.7821282014879216e0	-2.7821282148545379e0	24c70f85fc3bc595	24c70f85fc3bc595	KEEP	KEEP	false
HWI-D00360:7:H88WKADXX:1:2212:14347:75721	83	148	148	-8.0	-8.0	-1.6047847747802734e1	-1.6047846783156956e1	-1.6047846801947571e1	c43aac903446de45	c43aac903446de45	DROP	DROP	false
HWI-D00360:7:H88WKADXX:2:1105:8086:83865	147	103	103	-8.0	-8.0	-5.9296817779541016e0	-5.9296828171768539e0	-5.9296828312295133e0	009b3e4fc3c00bfa	009b3e4fc3c00bfa	KEEP	KEEP	false
HWI-D00360:7:H88WKADXX:2:1206:11064:69408	147	57	57	-8.0	-8.0	-2.5993080139160156e0	-2.5993066499601696e0	-2.5993066577632931e0	5c15d6193ce64f9f	c59cd4408a696108	KEEP	KEEP	false
HWI-D00360:7:H88WKADXX:2:1206:6658:94818	147	15	15	-4.0	-4.0	-2.5671195983886719e0	-2.5671187645548343e0	-2.5671187665853381e0	c271d95dba362ffb	c59cd4408a696108	KEEP	KEEP	false
HWI-D00360:7:H88WKADXX:2:1210:8920:81214	147	85	85	-8.0	-8.0	-2.7643356323242188e0	-2.7643370642007312e0	-2.7643370735151507e0	5c14fc1598ce818a	5c14fc1598ce818a	KEEP	KEEP	false
HWI-D00360:7:H88WKADXX:2:1214:6938:52704	83	57	57	-8.0	-8.0	-2.5797843933105469e0	-2.5797836346305871e0	-2.5797836408486319e0	e21e56f2bb86a60b	e21e56f2bb86a60b	KEEP	KEEP	false
HWI-D00360:7:H88WKADXX:2:2102:14743:6741	163	109	109	-8.0	-8.0	-2.6193695068359375e0	-2.6193685812581862e0	-2.6193685941407807e0	24c70f85fc3bc595	24c70f85fc3bc595	KEEP	KEEP	false
HWI-D00360:7:H88WKADXX:2:2105:16900:85825	83	105	105	-8.0	-8.0	-6.7193813323974609e0	-6.7193819746340182e0	-6.7193819861533939e0	5c14fc1598ce818a	5c14fc1598ce818a	KEEP	KEEP	false
HWI-D00360:7:H88WKADXX:2:2106:13368:29882	163	86	86	-8.0	-8.0	-3.1335029602050781e0	-3.1335026767828822e0	-3.1335026867094484e0	c271d95dba362ffb	c271d95dba362ffb	KEEP	KEEP	false
HWI-D00360:7:H88WKADXX:2:2107:6787:30989	99	148	148	-8.0	-8.0	-6.9891643524169922e0	-6.9891653160266287e0	-6.9891653352998446e0	65ecab37015c4ded	65ecab37015c4ded	KEEP	KEEP	false
HWI-D00360:7:H88WKADXX:2:2107:6787:30989	147	148	148	-8.0	-8.0	-3.0426673889160156e0	-3.0426684493178300e0	-3.0426684662172079e0	1dd66445a07ff86c	1dd66445a07ff86c	KEEP	KEEP	false
HWI-D00360:7:H88WKADXX:2:2209:12675:63734	163	105	105	-8.0	-8.0	-6.5176639556884766e0	-6.5176635062666151e0	-6.5176635199528050e0	009b3e4fc3c00bfa	009b3e4fc3c00bfa	KEEP	KEEP	false
HWI-D00360:7:H88WKADXX:2:2213:17619:35416	83	90	90	-8.0	-8.0	-2.6333351135253906e0	-2.6333367935473007e0	-2.6333368049997148e0	009b3e4fc3c00bfa	009b3e4fc3c00bfa	KEEP	KEEP	false
HWI-D00360:7:H88WKADXX:2:2214:11265:79791	83	148	148	-8.0	-8.0	-2.7473754882812500e0	-2.7473746321758199e0	-2.7473746491249358e0	c271d95dba362ffb	c271d95dba362ffb	KEEP	KEEP	false
HWI-D00360:7:H88WKADXX:2:2214:11265:79791	163	148	148	-8.0	-8.0	-2.7497482299804688e0	-2.7497469720539129e0	-2.7497469902009470e0	c271d95dba362ffb	c271d95dba362ffb	KEEP	KEEP	false
HWI-D00360:8:H88U0ADXX:1:1101:14447:3965	147	45	45	-4.0	-4.0	-2.5742187500000000e0	-2.5742185613705715e0	-2.5742185660972154e0	91f3de0e1511601f	91f3de0e1511601f	KEEP	KEEP	false
HWI-D00360:8:H88U0ADXX:1:1106:10867:71386	83	12	12	-4.0	-4.0	-2.5618019104003906e0	-2.5618013576261092e0	-2.5618013586841357e0	c271d95dba362ffb	c59cd4408a696108	KEEP	KEEP	false
HWI-D00360:8:H88U0ADXX:1:1106:15654:72455	83	60	60	-8.0	-8.0	-2.5815086364746094e0	-2.5815088266380712e0	-2.5815088333088170e0	c271d95dba362ffb	c271d95dba362ffb	KEEP	KEEP	false
HWI-D00360:8:H88U0ADXX:1:1114:5563:73517	99	91	91	-8.0	-8.0	-2.6171798706054688e0	-2.6171810531092774e0	-2.6171810634646704e0	c271d95dba362ffb	c271d95dba362ffb	KEEP	KEEP	false
HWI-D00360:8:H88U0ADXX:1:1202:9544:72702	99	74	74	-8.0	-8.0	-2.5898323059082031e0	-2.5898319112162653e0	-2.5898319208161524e0	009b3e4fc3c00bfa	009b3e4fc3c00bfa	KEEP	KEEP	false
HWI-D00360:8:H88U0ADXX:1:1202:9544:72702	147	47	47	-4.0	-4.0	-2.5745544433593750e0	-2.5745546763200764e0	-2.5745546812427733e0	c271d95dba362ffb	c271d95dba362ffb	KEEP	KEEP	false
HWI-D00360:8:H88U0ADXX:1:1207:4297:19722	83	24	24	-4.0	-4.0	-2.5735549926757812e0	-2.5735526624448539e0	-2.5735526657382479e0	a849791c2b4203ee	a849791c2b4203ee	KEEP	KEEP	false
HWI-D00360:8:H88U0ADXX:1:1213:15859:70428	99	113	113	-8.0	-8.0	-2.6280517578125000e0	-2.6280529025961528e0	-2.6280529163258279e0	c271d95dba362ffb	c271d95dba362ffb	KEEP	KEEP	false
HWI-D00360:8:H88U0ADXX:1:2105:12953:82756	147	148	148	-8.0	-8.0	-2.6450004577636719e0	-2.6450022071068133e0	-2.6450022262292237e0	65ecab37015c4ded	65ecab37015c4ded	KEEP	KEEP	false
HWI-D00360:8:H88U0ADXX:1:2106:20641:10768	83	148	148	-8.0	-8.0	-2.6480636596679688e0	-2.6480654597807529e0	-2.6480654775549510e0	c271d95dba362ffb	c271d95dba362ffb	KEEP	KEEP	false
HWI-D00360:8:H88U0ADXX:1:2108:16806:75328	163	70	70	-8.0	-8.0	-2.6255531311035156e0	-2.6255524750783934e0	-2.6255524833240997e0	c271d95dba362ffb	c271d95dba362ffb	KEEP	KEEP	false
HWI-D00360:8:H88U0ADXX:1:2108:17586:63513	83	148	148	-8.0	-8.0	-2.6432838439941406e0	-2.6432844506055631e0	-2.6432844706091032e0	65ecab37015c4ded	5c14fc1598ce818a	KEEP	KEEP	false
HWI-D00360:8:H88U0ADXX:1:2201:20293:70383	83	88	88	-8.0	-8.0	-6.3756294250488281e0	-6.3756297647440192e0	-6.3756297743786945e0	91f3de0e1511601f	91f3de0e1511601f	KEEP	KEEP	false
HWI-D00360:8:H88U0ADXX:1:2213:15618:11579	163	77	77	-8.0	-8.0	-5.8866024017333984e0	-5.8866027047943703e0	-5.8866027133295802e0	89c6d3791de60a14	89c6d3791de60a14	KEEP	KEEP	false
HWI-D00360:8:H88U0ADXX:2:1105:14270:89425	83	70	70	-8.0	-8.0	-2.6132812500000000e0	-2.6132801567136994e0	-2.6132801662914176e0	5c15d6193ce64f9f	5c15d6193ce64f9f	KEEP	KEEP	false
HWI-D00360:8:H88U0ADXX:2:1106:13399:2229	83	11	11	-4.0	-4.0	-2.5633850097656250e0	-2.5633858427034397e0	-2.5633858440232302e0	c271d95dba362ffb	c59cd4408a696108	KEEP	KEEP	false
