stage	path	fn	line	verdict	note
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/mod.rs	strict_java_asm8_only_enabled	1656	tight	trivial getter/ctor
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/mod.rs	strict_java_p12_cluster_span	1670	tight	trivial getter/ctor
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/mod.rs	strict_java_p12_ensure_bridges_enabled	1662	tight	short leaf; no safe absolute-speed win
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/mod.rs	strict_materialize_haplotype_from_reads	1371	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/mod.rs	strict_materialize_mid_region_haplotype_from_reads	1401	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/mod.rs	supplement	228	tight	short leaf; no safe absolute-speed win
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/mod.rs	supplement_assembly_pileup_events_from_reads	2199	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/mod.rs	tag_alt_haplotype_from_reference	2323	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/motif_cluster_discovery.rs	alignment_end0	161	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/motif_cluster_discovery.rs	cluster_ctc_deletion_motif	325	tight	short leaf; no safe absolute-speed win
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/motif_cluster_discovery.rs	cluster_ttc_atg_motif	313	tight	short leaf; no safe absolute-speed win
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/motif_cluster_discovery.rs	collapse_snps_to_deletions	180	tight	parity-sensitive; no safe absolute-speed win without gate risk
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/motif_cluster_discovery.rs	discover_gap_deletion_events_from_reads	53	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/motif_cluster_discovery.rs	discover_ttct_deletions_from_reads	252	tight	parity-sensitive; no safe absolute-speed win without gate risk
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/motif_cluster_discovery.rs	discover_variation_events_from_reads	679	tight	short leaf; no safe absolute-speed win
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/motif_cluster_discovery.rs	discover_variation_events_from_reads_with_options	697	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/motif_cluster_discovery.rs	inject_cluster_anchor_snps	493	tight	parity-sensitive; no safe absolute-speed win without gate risk
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/motif_cluster_discovery.rs	inject_reference_cluster_indel_events	537	tight	parity-sensitive; no safe absolute-speed win without gate risk
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/motif_cluster_discovery.rs	is_regular_base	174	tight	trivial getter/ctor
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/motif_cluster_discovery.rs	merge_read_events	633	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/motif_cluster_discovery.rs	p12_cluster_coupled_indel_supporting_read_qnames	434	tight	parity-sensitive; no safe absolute-speed win without gate risk
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/motif_cluster_discovery.rs	read_supports_motif_insertion_at_off	391	tight	parity-sensitive; no safe absolute-speed win without gate risk
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/motif_cluster_discovery.rs	read_supports_ttct_deletion_at_off	345	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/motif_cluster_discovery.rs	synthesize_cluster_motif_insertions	4	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/motif_cluster_discovery.rs	ttct_deletion_read_support	334	tight	short leaf; no safe absolute-speed win
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/parity_spine.rs	discover_parity_spine_snp_events	410	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/parity_spine.rs	merge_active_and_cluster_events	27	tight	parity-sensitive; no safe absolute-speed win without gate risk
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/parity_spine.rs	parity_spine_indels_from_reads	440	tight	short leaf; no safe absolute-speed win
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/parity_spine.rs	parity_spine_read_proven_indels	69	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/parity_spine.rs	parity_spine_read_proven_snps	328	tight	parity-sensitive; no safe absolute-speed win without gate risk
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/parity_spine.rs	scrub_p12_cluster_phantom_alleles	2	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/supplement_assembly.rs	apply_reference_motif_indels_when_no_cigar_events	446	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/supplement_assembly.rs	backfill_graph_only_read_proven_gap_snps	858	tight	parity-sensitive; no safe absolute-speed win without gate risk
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/supplement_assembly.rs	ensure_alt_haplotypes_for_variation_events	496	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/supplement_assembly.rs	extend_read_snps_with_gap_backfill	946	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/supplement_assembly.rs	genome_wide_genotype_read_support	716	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/supplement_assembly.rs	graph_only_read_snp_has_java_sparse_support	660	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/supplement_assembly.rs	graph_only_read_snps_for_active_span	771	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/supplement_assembly.rs	materialize_read_proven_snps_missing_from_cigars	901	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/supplement_assembly.rs	merge_cluster_indel_events_into_assembly	120	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/supplement_assembly.rs	merge_read_proven_snps_over_colocated_indels	804	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/supplement_assembly.rs	pileup_reads_with_alt_allele	624	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/supplement_assembly.rs	restore_p12_cluster_genotyping_events	191	tight	parity-sensitive; no safe absolute-speed win without gate risk
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/supplement_assembly.rs	strict_graph_only_emit_event_has_asm_or_read_support	747	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/supplement_assembly.rs	strict_graph_only_genotype_read_support	685	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/supplement_assembly.rs	supplement_assembly_events_from_reads	4	tight	short leaf; no safe absolute-speed win
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/supplement_assembly.rs	supplement_assembly_events_from_reads_with_options	32	tight	parity-sensitive; no safe absolute-speed win without gate risk
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/supplement_assembly.rs	supplement_assembly_snps_from_reads	240	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/supplement_assembly.rs	supplement_assembly_with_read_indel_events	22	tight	short leaf; no safe absolute-speed win
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/supplement_assembly.rs	supplement_genotype_emit_events_from_reads	365	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/supplement_assembly.rs	variation_event_on_haplotype_cigars	828	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/sync_events.rs	from_strict_java	41	tight	short leaf; no safe absolute-speed win
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/sync_events.rs	strict_java	26	tight	short leaf; no safe absolute-speed win
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/sync_events.rs	sync_assembly_events_from_haplotype_cigars	51	tight	short leaf; no safe absolute-speed win
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/sync_events.rs	sync_assembly_events_from_haplotype_cigars_with_harvest	68	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
04_eventmap	gatk-haplotypecaller/src/read_event_discovery/sync_events.rs	with_harvest	34	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly.rs	adaptive_pruning_keeps_branch_after_threading	841	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly.rs	add_edge	190	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/assembly.rs	add_edge_support	194	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly.rs	alt_path_recovery_keeps_supported_minor_branch	1019	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly.rs	apply_pruning	467	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/assembly.rs	assemble	768	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/assembly.rs	assemble_with_optional_ref	773	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly.rs	candidate_extraction_is_deterministic_and_sorted	942	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly.rs	cleanup_isolated_nodes	530	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly.rs	default	29	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly.rs	default	71	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly.rs	dfs_haplotypes	708	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly.rs	edge_count	205	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/assembly.rs	edge_is_ref	282	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/assembly.rs	edge_support	379	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/assembly.rs	edges_sorted	222	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly.rs	ensure_node	172	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly.rs	extract_candidate_haplotypes	609	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly.rs	fixed_pruning_drops_low_support_edges	821	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly.rs	from_reads	435	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/assembly.rs	from_reads_kmer_sizes	413	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly.rs	from_threading_build	147	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly.rs	gatk_haplotype_caller_defaults	57	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly.rs	graph_construction_from_reads_builds_kmer_nodes_and_edges	894	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly.rs	graph_invariants_hold_after_wave_a_pipeline	972	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly.rs	has_cycle	335	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/assembly.rs	has_cycle_internal	683	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly.rs	has_ref_threading	308	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/assembly.rs	high_depth_memory_pressure_contract_keeps_outputs_bounded	1068	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly.rs	homopolymer_repeat_region_produces_stable_candidates	993	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly.rs	incoming_count	278	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/assembly.rs	incoming_nodes	263	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly.rs	incoming_sources	271	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly.rs	is_ref_sink_vertex	298	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly.rs	is_ref_source_vertex	287	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly.rs	is_sink	387	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly.rs	is_source	383	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/assembly.rs	kmer_at	408	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/assembly.rs	log10_max_edge_support	450	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly.rs	log10_sum_edge_support	457	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly.rs	max_out_degree	210	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/assembly.rs	mk_read	813	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly.rs	multi_kmer_graphs_produce_independent_edge_sets	883	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly.rs	new	138	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly.rs	new	763	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/assembly.rs	node_count	201	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/assembly.rs	nodes	214	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/assembly.rs	outgoing_nodes	248	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly.rs	outgoing_targets	256	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly.rs	path_bases	321	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly.rs	prune_low_weight_edges	439	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly.rs	pruning_and_dangling_removal_reduce_noise_paths	920	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly.rs	quality_filter_discards_low_quality_windows	906	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly.rs	reference_sink_vertex	316	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/assembly.rs	reference_source_vertex	312	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/assembly.rs	remove_dangling_paths	491	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly.rs	remove_edge	394	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly.rs	remove_isolated_nodes	404	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/assembly.rs	remove_nodes	561	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly.rs	remove_nodes_and_isolated	545	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly.rs	remove_paths_not_connected_to_ref	340	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly.rs	source_nodes	240	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly.rs	summarize_after_pruning	472	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly.rs	summarize_after_pruning_emits_log10_mass	863	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly.rs	tie_break_is_lexicographic_for_equal_support	1043	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly.rs	total_edge_support	446	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/assembly.rs	validate_basic_invariants	645	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly.rs	vertex_id_for_kmer	218	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/assembly_based_caller.rs	apply_read_error_correction	131	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_based_caller.rs	assemble_reads	210	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_based_caller.rs	assemble_reads_from_reads	396	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly_based_caller.rs	assemble_reads_with_finalized	221	tight	parity-sensitive; no safe absolute-speed win without gate risk
05_assembly	gatk-haplotypecaller/src/assembly_based_caller.rs	call_region_assemble	381	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_based_caller.rs	default	95	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly_based_caller.rs	gatk_haplotype_caller_defaults	58	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_based_caller.rs	java_parity_gate_default	109	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_based_caller.rs	normalize_production_haplotypes	167	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	add_dangling_recovery_edge	989	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	add_merged_edge	301	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	align_dangling	171	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	align_dangling_uses_leading_indel_strategy	1360	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	apply_dangling_merge_haplotypes	1172	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	base_eq	143	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	best_prefix_match	207	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	best_prefix_match_legacy	244	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	best_prefix_match_requires_min_matching_bases	1298	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	build_pruned_ref_graph	1275	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	build_pruned_ref_graph_at_k	1252	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	cigar_ok_to_merge_head	197	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	cigar_ok_to_merge_tail	188	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	cigar_ok_to_merge_tail_requires_terminal_match_op	1348	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	count_dangling_head_candidates_parity_dump	1011	n/a	test/dump helper
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	count_dangling_tail_candidates_parity_dump	999	n/a	test/dump helper
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	dangling_java_exact_single_pass_matches_gatk_edge_count	1315	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	dangling_tail_recovery_attempts_alt_sink	1334	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	extend_dangling_path_against_reference	790	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	find_path	353	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	find_path_downwards_to_ref	487	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	find_path_upwards_is_lca_first	1280	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	find_path_upwards_to_lca	452	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	forked_dangling_ends_recovers_all_alt_sinks_with_recover_all	1372	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	from_assembler_args	99	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	gatk_defaults	29	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	gatk_haplotype_caller_defaults	86	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	has_edge	314	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	has_incident_ref_in	334	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	heaviest_incoming	318	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	heaviest_outgoing	326	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	is_ref_node	340	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	is_ref_sink	348	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	is_ref_source	344	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	longest_heavy_incoming_path_upwards	385	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	longest_suffix_match_java	274	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	longest_suffix_match_matches_gatk_examples	1308	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	next_reference_vertex_down	527	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	path_bases	286	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	plan_dangling_head_merge	858	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	plan_dangling_tail_merge	594	tight	parity-sensitive; no safe absolute-speed win without gate risk
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	prev_reference_vertex	558	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	probe_dangling_head_failures	948	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	probe_dangling_tail_failures	742	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	read	1245	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	recover_dangling_branches	1018	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	recover_dangling_head	975	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	recover_dangling_tail	768	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	reference_path_from	564	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	reference_path_from_breaks_on_cycle	1393	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	remove_trailing_deletions	157	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	sw_parameters	147	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly_dangling_recovery.rs	walk_heavy_incoming_to_ref_junction	419	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_pruning.rs	adaptive_chains_to_remove	196	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_pruning.rs	apply_gatk_pruning	389	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly_pruning.rs	chain_bases	189	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly_pruning.rs	chain_log_odds	141	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_pruning.rs	cmp	263	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_pruning.rs	error_prob_to_qual	95	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/assembly_pruning.rs	extend_chain	49	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_pruning.rs	fast_bernoulli_entropy	110	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/assembly_pruning.rs	find_all_chains	21	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_pruning.rs	likely_error_chains	221	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/assembly_pruning.rs	log_binomial	118	tight	trivial getter/ctor
